counter,frame,x,y,w,h
1,278,316,4,11,9
2,278,392,7,10,9
1,279,316,5,11,9
2,279,391,8,10,9
1,280,316,3,11,9
2,280,392,7,10,9
1,281,314,5,11,9
2,281,390,9,10,9
1,282,315,4,11,9
2,282,391,8,10,9
1,283,317,3,11,9
2,283,393,6,10,9
1,284,313,3,11,9
2,284,390,6,10,9
1,285,312,3,11,9
2,285,389,6,10,9
1,286,314,4,11,9
2,286,392,7,10,9
1,287,312,7,11,9
2,287,389,10,10,9
1,288,314,4,11,9
2,288,390,8,10,9
1,289,315,5,11,9
2,289,391,8,10,9
1,290,310,6,11,9
2,290,388,9,10,9
1,291,312,3,11,9
2,291,389,6,10,9
1,292,317,3,11,9
2,292,394,6,10,9
1,293,314,6,11,9
2,293,392,8,10,9
1,294,312,5,11,9
2,294,392,7,10,9
1,295,315,2,11,9
2,295,394,6,10,9
1,296,311,5,11,9
2,296,391,9,10,9
1,297,314,3,11,9
2,297,394,7,10,9
1,298,315,4,11,9
2,298,395,7,10,9
1,299,312,5,11,9
2,299,393,8,10,9
1,300,315,5,11,9
2,300,393,9,10,9
1,301,314,7,11,9
2,301,392,10,10,9
1,302,314,6,11,9
2,302,391,8,10,9
1,303,316,6,11,9
2,303,394,8,10,9
1,304,315,6,11,9
2,304,392,9,10,9
1,305,312,5,11,9
2,305,389,9,10,9
1,306,317,6,11,9
2,306,393,9,10,9
1,307,314,7,11,9
2,307,392,11,10,9
1,308,312,7,11,9
2,308,390,10,10,9
1,309,316,7,11,9
2,309,393,9,10,9
1,310,317,5,11,9
2,310,394,8,10,9
1,311,312,4,11,9
2,311,389,8,10,9
1,312,314,1,11,9
2,312,392,5,10,9
1,313,312,4,11,9
2,313,390,7,10,9
1,314,312,5,11,9
2,314,390,8,10,9
1,315,316,2,11,9
2,315,394,5,10,9
1,316,312,3,11,9
2,316,390,6,10,9
1,317,311,2,11,9
2,317,389,6,10,9
1,318,314,2,11,9
2,318,392,6,10,9
1,319,313,2,11,9
2,319,391,6,10,9
1,320,312,3,11,9
2,320,390,7,10,9
1,321,312,4,11,9
2,321,390,8,10,9
1,322,312,4,11,9
2,322,391,7,10,9
1,323,313,3,11,9
2,323,391,7,10,9
1,324,313,5,11,9
2,324,391,9,10,9
1,325,313,6,11,9
2,325,391,10,10,9
1,326,314,4,11,9
2,326,392,8,10,9
1,327,313,2,11,9
2,327,392,6,10,9
1,328,314,5,11,9
2,328,392,8,10,9
1,329,313,4,11,9
2,329,395,6,10,9
1,330,313,4,11,9
2,330,394,7,10,9
1,331,311,4,11,9
2,331,394,8,10,9
1,332,312,2,11,9
2,332,394,4,10,9
1,333,309,3,11,9
2,333,392,6,10,9
1,334,312,3,11,9
2,334,394,6,10,9
1,335,312,2,11,9
2,335,392,4,10,9
1,336,314,3,11,9
2,336,391,6,10,9
1,337,311,2,11,9
2,337,389,5,10,9
1,338,312,3,11,9
2,338,390,6,10,9
1,339,315,3,11,9
2,339,393,6,10,9
1,340,316,5,11,9
2,340,394,7,10,9
1,341,316,7,11,9
2,341,394,9,10,9
1,342,314,7,11,9
2,342,393,8,10,9
1,343,312,6,11,9
2,343,390,8,10,9
1,344,315,5,11,9
2,344,393,7,10,9
1,345,314,6,11,9
2,345,393,9,10,9
1,346,312,6,11,9
2,346,392,8,10,9
1,347,314,5,11,9
2,347,393,7,10,9
1,348,314,7,11,9
2,348,393,9,10,9
1,349,313,5,11,9
2,349,392,7,10,9
1,350,313,5,11,9
2,350,392,8,10,9
1,351,313,6,11,9
2,351,392,9,10,9
1,352,313,7,11,9
2,352,392,10,10,9
1,353,315,8,11,9
2,353,395,10,10,9
1,354,315,6,11,9
2,354,395,8,10,9
1,355,313,6,11,9
2,355,392,7,10,9
1,356,314,6,11,9
2,356,392,8,10,9
1,357,315,7,11,9
2,357,394,9,10,9
1,358,314,8,11,9
2,358,394,11,10,9
1,359,313,7,11,9
2,359,393,9,10,9
1,360,312,5,11,9
2,360,392,7,10,9
1,361,313,7,11,9
2,361,392,8,10,9
1,362,314,4,11,9
2,362,394,6,10,9
1,363,316,5,11,9
2,363,396,7,10,9
1,364,313,6,11,9
2,364,393,9,10,9
1,365,311,6,11,9
2,365,395,9,10,9
1,366,313,4,11,9
2,366,397,7,10,9
1,367,315,6,11,9
2,367,399,10,10,9
1,368,314,5,11,9
2,368,398,9,10,9
1,369,313,5,11,9
2,369,397,8,10,9
1,370,311,7,11,9
2,370,394,10,10,9
1,371,312,7,11,9
2,371,395,10,10,9
1,372,316,5,11,9
2,372,395,8,10,9
1,373,314,4,11,9
2,373,394,7,10,9
1,374,314,7,11,9
2,374,395,9,10,9
1,375,316,7,11,9
2,375,397,10,10,9
1,376,315,6,11,9
2,376,395,10,10,9
1,377,317,7,11,9
2,377,397,11,10,9
1,378,316,8,11,9
2,378,397,11,10,9
1,379,314,9,11,9
2,379,395,12,10,9
1,380,315,8,11,9
2,380,396,11,10,9
1,381,317,8,11,9
2,381,397,11,10,9
1,382,317,9,11,9
2,382,398,13,10,9
1,383,319,12,11,9
2,383,399,15,10,9
1,384,318,12,11,9
2,384,399,16,10,9
1,385,317,11,11,9
2,385,398,14,10,9
1,386,319,13,11,9
2,386,400,16,10,9
1,387,319,13,11,9
2,387,400,14,10,9
1,388,316,12,11,9
2,388,397,15,10,9
1,389,317,11,11,9
2,389,398,14,10,9
1,390,318,13,11,9
2,390,399,15,10,9
1,391,316,11,11,9
2,391,397,13,10,9
1,392,318,10,11,9
2,392,399,12,10,9
1,393,318,10,11,9
2,393,399,14,10,9
1,394,316,13,11,9
2,394,398,16,10,9
1,395,317,12,11,9
2,395,399,15,10,9
1,396,319,12,11,9
2,396,401,14,10,9
1,397,318,13,11,9
2,397,400,15,10,9
1,398,318,13,11,9
2,398,399,15,10,9
1,399,319,13,11,9
2,399,399,15,10,9
1,400,316,12,11,9
2,400,398,15,10,9
1,401,317,8,11,9
2,401,401,11,10,9
1,402,318,9,11,9
2,402,404,12,10,9
1,403,316,14,11,9
2,403,402,17,10,9
1,404,315,8,11,9
2,404,401,11,10,9
1,405,316,8,11,9
2,405,401,11,10,9
1,406,318,15,11,9
2,406,404,17,10,9
1,407,321,14,11,9
2,407,403,16,10,9
1,408,319,11,11,9
2,408,402,13,10,9
1,409,317,14,11,9
2,409,399,16,10,9
1,410,319,14,11,9
2,410,401,17,10,9
1,411,319,8,11,9
2,411,401,11,10,9
1,412,319,11,11,9
2,412,401,15,10,9
1,413,322,15,11,9
2,413,404,18,10,9
1,414,321,12,11,9
2,414,402,14,10,9
1,415,319,12,11,9
2,415,401,14,10,9
1,416,321,15,11,9
2,416,403,17,10,9
1,417,322,12,11,9
2,417,405,16,10,9
1,418,320,10,11,9
2,418,403,14,10,9
1,419,321,14,11,9
2,419,403,17,10,9
1,420,322,14,11,9
2,420,404,17,10,9
1,421,321,13,11,9
2,421,404,15,10,9
1,422,322,13,11,9
2,422,405,15,10,9
1,423,322,15,11,9
2,423,406,18,10,9
1,424,321,16,11,9
2,424,404,19,10,9
1,425,321,13,11,9
2,425,404,16,10,9
1,426,323,13,11,9
2,426,406,16,10,9
1,427,322,16,11,9
2,427,405,19,10,9
1,428,322,15,11,9
2,428,406,18,10,9
1,429,323,12,11,9
2,429,406,16,10,9
1,430,321,15,11,9
2,430,404,18,10,9
1,431,323,15,11,9
2,431,407,18,10,9
1,432,323,13,11,9
2,432,406,16,10,9
1,433,321,13,11,9
2,433,405,16,10,9
1,434,324,15,11,9
2,434,406,19,10,9
1,435,324,16,11,9
2,435,408,19,10,9
1,436,323,17,11,9
2,436,406,20,10,9
1,437,323,16,11,9
2,437,410,19,10,9
1,438,323,16,11,9
2,438,411,19,10,9
1,439,323,16,11,9
2,439,410,19,10,9
1,440,324,15,11,9
2,440,411,19,10,9
1,441,323,16,11,9
2,441,410,18,10,9
1,442,322,16,11,9
2,442,409,20,10,9
1,443,325,14,11,9
2,443,408,18,10,9
1,444,325,14,11,9
2,444,409,17,10,9
1,445,324,17,11,9
2,445,408,20,10,9
1,446,324,19,11,9
2,446,409,22,10,9
1,447,325,17,11,9
2,447,408,21,10,9
1,448,326,15,11,9
2,448,410,19,10,9
1,449,326,18,11,9
2,449,410,23,10,9
1,450,324,20,11,9
2,450,408,23,10,9
1,451,325,17,11,9
2,451,410,20,10,9
1,452,327,17,11,9
2,452,411,20,10,9
1,453,327,19,11,9
2,453,410,23,10,9
1,454,327,19,11,9
2,454,410,22,10,9
1,455,327,19,11,9
2,455,411,21,10,9
1,456,327,20,11,9
2,456,411,22,10,9
1,457,327,20,11,9
2,457,412,22,10,9
1,458,326,20,11,9
2,458,411,22,10,9
1,459,326,20,11,9
2,459,410,22,10,9
1,460,326,19,11,9
2,460,411,20,10,9
1,461,327,20,11,9
2,461,412,20,10,9
1,462,327,20,11,9
2,462,411,21,10,9
1,463,327,21,11,9
2,463,411,22,10,9
1,464,328,22,11,9
2,464,413,23,10,9
1,465,327,22,11,9
2,465,412,22,10,9
1,466,329,21,11,9
2,466,413,21,10,9
1,467,329,23,11,9
2,467,413,23,10,9
1,468,328,24,11,9
2,468,413,24,10,9
1,469,329,23,11,9
2,469,414,23,10,9
1,470,328,24,11,9
2,470,414,23,10,9
1,471,328,22,11,9
2,471,413,22,10,9
1,472,328,23,11,9
2,472,416,22,10,9
1,473,329,25,11,9
2,473,417,24,10,9
1,474,330,26,11,9
2,474,419,24,10,9
1,475,329,27,11,9
2,475,417,26,10,9
1,476,328,25,11,9
2,476,416,24,10,9
1,477,329,25,11,9
2,477,418,24,10,9
1,478,329,28,11,9
2,478,417,27,10,9
1,479,330,28,11,9
2,479,416,27,10,9
1,480,331,25,11,9
2,480,417,24,10,9
1,481,330,26,11,9
2,481,416,26,10,9
1,482,331,27,11,9
2,482,417,26,10,9
1,483,333,27,11,9
2,483,419,26,10,9
1,484,331,26,11,9
2,484,417,26,10,9
1,485,332,26,11,9
2,485,417,26,10,9
1,486,334,28,11,9
2,486,419,27,10,9
1,487,332,29,11,9
2,487,418,28,10,9
1,488,331,27,11,9
2,488,417,27,10,9
1,489,335,27,11,9
2,489,420,26,10,9
1,490,332,28,11,9
2,490,418,27,10,9
1,491,334,28,11,9
2,491,420,28,10,9
1,492,334,28,11,9
2,492,419,28,10,9
1,493,333,28,11,9
2,493,419,28,10,9
1,494,334,28,11,9
2,494,420,27,10,9
1,495,335,29,11,9
2,495,422,28,10,9
1,496,335,30,11,9
2,496,421,29,10,9
1,497,335,29,11,9
2,497,421,28,10,9
1,498,335,29,11,9
2,498,421,29,10,9
1,499,335,29,11,9
2,499,421,29,10,9
1,500,335,30,11,9
2,500,421,30,10,9
1,501,335,31,11,9
2,501,421,30,10,9
1,502,337,30,11,9
2,502,423,29,10,9
1,503,337,30,11,9
2,503,422,29,10,9
1,504,336,30,11,9
2,504,423,29,10,9
1,505,334,31,11,9
2,505,421,29,10,9
1,506,337,31,11,9
2,506,423,29,10,9
1,507,338,29,11,9
2,507,425,28,10,9
1,508,336,30,11,9
2,508,426,28,10,9
1,509,334,31,11,9
2,509,424,28,10,9
1,510,335,31,11,9
2,510,424,29,10,9
1,511,335,32,11,9
2,511,425,30,10,9
1,512,336,30,11,9
2,512,427,27,10,9
1,513,337,31,11,9
2,513,428,29,10,9
1,514,336,33,11,9
2,514,425,31,10,9
1,515,338,33,11,9
2,515,424,31,10,9
1,516,339,31,11,9
2,516,425,29,10,9
1,517,339,33,11,9
2,517,425,31,10,9
1,518,338,34,11,9
2,518,426,32,10,9
1,519,338,33,11,9
2,519,424,31,10,9
1,520,339,34,11,9
2,520,426,31,10,9
1,521,341,35,11,9
2,521,428,32,10,9
1,522,340,35,11,9
2,522,427,33,10,9
1,523,339,34,11,9
2,523,426,32,10,9
1,524,341,34,11,9
2,524,428,32,10,9
1,525,340,33,11,9
2,525,427,31,10,9
1,526,339,34,11,9
2,526,426,31,10,9
1,527,340,35,11,9
2,527,429,33,10,9
1,528,341,37,11,9
2,528,428,34,10,9
1,529,340,35,11,9
2,529,427,32,10,9
1,530,341,35,11,9
2,530,428,31,10,9
1,531,341,37,11,9
2,531,429,33,10,9
1,532,341,37,11,9
2,532,429,34,10,9
1,533,342,37,11,9
2,533,430,33,10,9
1,534,342,38,11,9
2,534,430,34,10,9
1,535,341,40,11,9
2,535,429,35,10,9
1,536,341,38,11,9
2,536,428,33,10,9
1,537,343,39,11,9
2,537,431,34,10,9
1,538,342,39,11,9
2,538,431,34,10,9
1,539,343,38,11,9
2,539,431,32,10,9
1,540,341,39,11,9
2,540,430,34,10,9
1,541,341,40,11,9
2,541,429,35,10,9
1,542,343,38,11,9
2,542,431,33,10,9
1,543,342,38,11,9
2,543,431,32,10,9
1,544,340,39,11,9
2,544,432,32,10,9
1,545,340,39,11,9
2,545,432,33,10,9
1,546,340,41,11,9
2,546,432,35,10,9
1,547,341,39,11,9
2,547,433,34,10,9
1,548,342,36,11,9
2,548,434,30,10,9
1,549,340,36,11,9
2,549,432,30,10,9
1,550,341,38,11,9
2,550,430,32,10,9
1,551,343,39,11,9
2,551,432,34,10,9
1,552,342,38,11,9
2,552,431,33,10,9
1,553,341,37,11,9
2,553,431,32,10,9
1,554,341,38,11,9
2,554,430,33,10,9
1,555,342,39,11,9
2,555,432,35,10,9
1,556,342,40,11,9
2,556,432,37,10,9
1,557,342,38,11,9
2,557,431,35,10,9
1,558,343,40,11,9
2,558,433,37,10,9
1,559,343,42,11,9
2,559,433,39,10,9
1,560,343,40,11,9
2,560,433,38,10,9
1,561,344,40,11,9
2,561,434,38,10,9
1,562,345,42,11,9
2,562,435,41,10,9
1,563,345,40,11,9
2,563,434,40,10,9
1,564,344,41,11,9
2,564,433,41,10,9
1,565,344,43,11,9
2,565,434,43,10,9
1,566,345,40,11,9
2,566,435,40,10,9
1,567,345,39,11,9
2,567,435,39,10,9
1,568,345,44,11,9
2,568,434,44,10,9
1,569,344,43,11,9
2,569,435,44,10,9
1,570,346,39,11,9
2,570,435,41,10,9
1,571,345,38,11,9
2,571,435,40,10,9
1,572,346,41,11,9
2,572,436,43,10,9
1,573,346,42,11,9
2,573,436,44,10,9
1,574,344,41,11,9
2,574,435,43,10,9
1,575,347,41,11,9
2,575,436,43,10,9
1,576,345,41,11,9
2,576,435,43,10,9
1,577,344,43,11,9
2,577,434,44,10,9
1,578,346,42,11,9
2,578,437,43,10,9
1,579,347,44,11,9
2,579,437,45,10,9
1,580,343,44,11,9
2,580,438,44,10,9
1,581,345,41,11,9
2,581,439,42,10,9
1,582,345,44,11,9
2,582,439,44,10,9
1,583,343,46,11,9
2,583,438,45,10,9
1,584,344,44,11,9
2,584,439,43,10,9
1,585,344,45,11,9
2,585,438,44,10,9
1,586,344,47,11,9
2,586,435,47,10,9
1,587,347,46,11,9
2,587,438,45,10,9
1,588,347,46,11,9
2,588,438,45,10,9
1,589,344,48,11,9
2,589,435,46,10,9
1,590,347,46,11,9
2,590,438,45,10,9
1,591,348,47,11,9
2,591,438,46,10,9
1,592,346,50,11,9
2,592,437,49,10,9
1,593,346,48,11,9
2,593,437,47,10,9
1,594,347,46,11,9
2,594,438,46,10,9
1,595,347,50,11,9
2,595,438,49,10,9
1,596,349,49,11,9
2,596,440,48,10,9
1,597,348,51,11,9
2,597,439,50,10,9
1,598,346,52,11,9
2,598,436,50,10,9
1,599,346,49,11,9
2,599,438,48,10,9
1,600,347,50,11,9
2,600,439,49,10,9
1,601,347,49,11,9
2,601,438,48,10,9
1,602,348,50,11,9
2,602,439,49,10,9
1,603,346,52,11,9
2,603,438,50,10,9
1,604,345,50,11,9
2,604,437,48,10,9
1,605,349,50,11,9
2,605,440,49,10,9
1,606,349,51,11,9
2,606,441,50,10,9
1,607,348,51,11,9
2,607,439,51,10,9
1,608,346,52,11,9
2,608,438,52,10,9
1,609,347,52,11,9
2,609,439,52,10,9
1,610,349,52,11,9
2,610,441,51,10,9
1,611,349,52,11,9
2,611,441,52,10,9
1,612,346,52,11,9
2,612,439,52,10,9
1,613,347,51,11,9
2,613,438,52,10,9
1,614,348,52,11,9
2,614,440,52,10,9
1,615,348,52,11,9
2,615,442,53,10,9
1,616,347,50,11,9
2,616,444,51,10,9
1,617,346,51,11,9
2,617,442,52,10,9
1,618,348,54,11,9
2,618,445,55,10,9
1,619,348,53,11,9
2,619,443,54,10,9
1,620,349,53,11,9
2,620,445,54,10,9
1,621,347,55,11,9
2,621,443,56,10,9
1,622,349,54,11,9
2,622,442,55,10,9
1,623,349,54,11,9
2,623,442,55,10,9
1,624,351,55,11,9
2,624,443,55,10,9
1,625,351,57,11,9
2,625,444,57,10,9
1,626,349,55,11,9
2,626,441,55,10,9
1,627,349,57,11,9
2,627,441,58,10,9
1,628,351,57,11,9
2,628,443,58,10,9
1,629,352,56,11,9
2,629,445,57,10,9
1,630,349,57,11,9
2,630,441,57,10,9
1,631,351,58,11,9
2,631,444,58,10,9
1,632,350,60,11,9
2,632,444,60,10,9
1,633,350,57,11,9
2,633,443,57,10,9
1,634,350,57,11,9
2,634,443,58,10,9
1,635,351,59,11,9
2,635,444,60,10,9
1,636,350,58,11,9
2,636,443,58,10,9
1,637,349,56,11,9
2,637,443,57,10,9
1,638,351,58,11,9
2,638,444,59,10,9
1,639,352,59,11,9
2,639,446,60,10,9
1,640,350,59,11,9
2,640,444,60,10,9
1,641,351,57,11,9
2,641,445,58,10,9
1,642,350,60,11,9
2,642,444,61,10,9
1,643,349,61,11,9
2,643,443,61,10,9
1,644,354,60,11,9
2,644,447,60,10,9
1,645,352,63,11,9
2,645,445,63,10,9
1,646,350,63,11,9
2,646,444,63,10,9
1,647,352,62,11,9
2,647,445,62,10,9
1,648,353,60,11,9
2,648,447,61,10,9
1,649,351,61,11,9
2,649,445,61,10,9
1,650,353,63,11,9
2,650,447,62,10,9
1,651,351,62,11,9
2,651,449,61,10,9
1,652,351,63,11,9
2,652,448,62,10,9
1,653,352,62,11,9
2,653,451,61,10,9
1,654,351,63,11,9
2,654,450,62,10,9
1,655,350,63,11,9
2,655,448,62,10,9
1,656,352,63,11,9
2,656,451,62,10,9
1,657,351,64,11,9
2,657,450,63,10,9
1,658,353,65,11,9
2,658,448,64,10,9
1,659,352,65,11,9
2,659,447,63,10,9
1,660,351,65,11,9
2,660,446,63,10,9
1,661,354,64,11,9
2,661,448,62,10,9
1,662,355,66,11,9
2,662,450,64,10,9
1,663,352,67,11,9
2,663,447,65,10,9
1,664,352,67,11,9
2,664,447,65,10,9
1,665,353,65,11,9
2,665,449,63,10,9
1,666,352,66,11,9
2,666,447,65,10,9
1,667,354,65,11,9
2,667,449,63,10,9
1,668,354,65,11,9
2,668,449,64,10,9
1,669,352,66,11,9
2,669,447,64,10,9
1,670,354,66,11,9
2,670,449,64,10,9
1,671,354,67,11,9
2,671,450,66,10,9
1,672,352,67,11,9
2,672,446,65,10,9
1,673,356,68,11,9
2,673,451,67,10,9
1,674,357,70,11,9
2,674,452,69,10,9
1,675,355,70,11,9
2,675,449,68,10,9
1,676,354,69,11,9
2,676,450,67,10,9
1,677,355,70,11,9
2,677,450,68,10,9
1,678,355,69,11,9
2,678,451,69,10,9
1,679,356,69,11,9
2,679,451,68,10,9
1,680,355,69,11,9
2,680,451,69,10,9
1,681,356,71,11,9
2,681,452,71,10,9
1,682,357,70,11,9
2,682,452,71,10,9
1,683,357,71,11,9
2,683,452,70,10,9
1,684,357,73,11,9
2,684,452,72,10,9
1,685,356,73,11,9
2,685,452,72,10,9
1,686,356,73,11,9
2,686,452,72,10,9
1,687,355,72,11,9
2,687,455,72,10,9
1,688,355,71,11,9
2,688,456,71,10,9
1,689,354,71,11,9
2,689,455,72,10,9
1,690,354,71,11,9
2,690,454,72,10,9
1,691,355,71,11,9
2,691,455,72,10,9
1,692,355,73,11,9
2,692,456,74,10,9
